channel_title,category,views,likes,dislikes,comment_total,day,month,weekday_weekend
344.0,4.0,0.20381112013409125,0.005196340780384592,0.0018925368221838228,0.0018143480606090325,2.0,0.0,1.0
1080.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
249.0,7.0,0.01626936662679665,0.006627668180969569,0.0005759894676211634,0.0010951470275748214,2.0,0.0,1.0
771.0,6.0,0.3153734913732753,0.1215881510983882,0.008392989385336953,0.051847856290557215,6.0,1.0,0.0
659.0,3.0,0.36281847675204715,0.10659655236791338,0.027030362873364598,0.023063469491165268,1.0,1.0,0.0
639.0,14.0,0.09985538785257961,0.0013504262866388698,0.007446720974245042,0.004200787852040732,2.0,0.0,1.0
909.0,8.0,0.1633777237287932,0.011276370651565126,0.009215831481938615,0.009709213945961848,1.0,0.0,0.0
693.0,4.0,0.1889148688489833,0.002719522061111457,0.0020571052415041553,0.0010624560715278117,1.0,0.0,0.0
186.0,6.0,0.14107685045543825,0.0519447383160122,0.005677610466551468,0.004772879582863401,3.0,0.0,1.0
194.0,7.0,0.07181603254673392,0.019329143070508432,0.0022628157656545706,0.002860458654113339,3.0,0.0,1.0
1035.0,10.0,0.8078468591361674,0.16504449561267037,0.02147617872130338,0.09800748622893475,6.0,1.0,0.0
1113.0,6.0,0.14590725620952158,0.046655050096459025,0.008763268328807701,0.01118030696807728,3.0,1.0,1.0
1049.0,7.0,0.050198216650198614,0.009813927437923952,0.0009462684110919114,0.002239330489220157,1.0,1.0,0.0
138.0,14.0,0.19142908004272358,0.0331632335552928,0.018596231383197562,0.00889194004478661,0.0,0.0,0.0
904.0,3.0,0.110200256821573,0.03914369282469351,0.002756521023615568,0.005671880874156164,4.0,0.0,0.0
738.0,1.0,0.6327781533648826,0.2921276992967826,0.014605447214679502,0.11052812239493943,0.0,0.0,0.0
689.0,12.0,0.15540105368850982,0.07658223909390753,0.006130173619682383,0.015070530737671423,4.0,0.0,0.0
741.0,10.0,0.006683561419159209,6.223162611239032e-05,0.0,0.0,2.0,1.0,1.0
146.0,8.0,0.24973797799015116,0.007579812060489141,0.0038673578540278117,0.03793785449255463,4.0,1.0,0.0
405.0,3.0,0.2886162437644762,0.05580932229759164,0.009586110425409364,0.02139623073276778,0.0,1.0,0.0
1007.0,8.0,0.30480660375471536,0.09652747526292862,0.08882580432814942,0.03532257800879386,5.0,1.0,0.0
105.0,7.0,0.10535684997539793,0.04518638372020661,0.005183905208590471,0.016002222985011194,2.0,1.0,1.0
1032.0,3.0,0.4584845126990667,0.03564005227456594,0.025672673413971857,0.04016083950375129,3.0,1.0,1.0
757.0,3.0,0.6111363354521779,0.15191984566556724,0.03348967333168765,0.04217133330064238,5.0,1.0,0.0
824.0,7.0,0.1661679581084811,0.08443587030929119,0.044886036369620665,0.04223671521273639,2.0,0.0,1.0
447.0,7.0,0.16366474783881846,0.1467608438608501,0.025261252365671026,0.05356413148302522,2.0,1.0,1.0
758.0,7.0,0.06535949019717656,0.018601033044993467,0.001974821031843989,0.006276663561025842,5.0,0.0,0.0
74.0,1.0,0.0025592149740578207,0.0001369095774472587,8.228420966016621e-05,3.269095604700959e-05,4.0,1.0,0.0
1007.0,8.0,0.3762886082430924,0.06867882257763396,0.018143668230066648,0.011948544435182005,0.0,1.0,0.0
853.0,2.0,0.3192838198408666,0.08182214201257079,0.005060478894100222,0.0088592490887396,3.0,0.0,1.0
392.0,7.0,0.746467703287076,0.04877714854689153,0.017814531391425983,0.030141061475342845,3.0,0.0,1.0
200.0,4.0,0.8436138635645394,0.13285829858734208,0.01641569982720316,0.05985714052207456,3.0,0.0,1.0
899.0,2.0,0.04659591405678076,9.334743916858548e-05,0.00032913683864066484,1.6345478023504796e-05,2.0,0.0,1.0
385.0,1.0,0.9619158009272778,0.2254900740556351,0.0513864889327738,0.036385034080321677,3.0,0.0,1.0
142.0,7.0,0.06462942887202525,0.031458086999813305,0.0060890315148523,0.00926788603932722,3.0,0.0,1.0
854.0,8.0,0.02648322459086563,0.0013379799614163918,0.0011931210400724101,0.0013239837199038884,2.0,1.0,1.0
319.0,7.0,0.5708379503878326,0.13450743667932044,0.032543404920595737,0.019304009545759164,1.0,0.0,0.0
434.0,6.0,0.167810096048068,0.04315140954633145,0.005183905208590471,0.005720917308226678,6.0,0.0,0.0
95.0,7.0,0.11009624808483912,0.020928495861596865,0.0036205052250473132,0.007894865885352816,3.0,0.0,1.0
584.0,7.0,0.03000552046371895,0.014873358640861286,0.0012342631449024932,0.00361235064319456,2.0,1.0,1.0
185.0,3.0,0.1572982130498962,0.03182525359387641,0.0024685262898049864,0.0050997891433334965,4.0,0.0,0.0
861.0,8.0,0.05945499421951443,0.0024768187192731345,0.0025919526042952356,0.0025825855277137578,3.0,1.0,1.0
227.0,2.0,0.05404053940531004,0.012564565312091606,0.0018102526125236566,0.00521420748949803,0.0,1.0,0.0
552.0,4.0,0.3477792134539301,0.021108967577322797,0.08849666748950875,0.011262034358194804,2.0,1.0,1.0
716.0,10.0,0.20508822741110252,0.07008525732777397,0.0041142104830083105,0.009823632292126383,3.0,0.0,1.0
889.0,11.0,0.028565399493557457,0.0073557782064845355,0.0016456841932033241,0.0013730201539744029,6.0,0.0,0.0
1064.0,6.0,0.18789978358182086,0.04293359885493808,0.009627252530239447,0.019402082413900193,0.0,0.0,0.0
782.0,3.0,0.1740546205881294,0.07308482170639119,0.004854768369949807,0.011376452704359339,6.0,0.0,0.0
1002.0,10.0,0.531968685369571,0.002140767938266227,0.0020982473463342383,0.0013730201539744029,1.0,0.0,0.0
275.0,0.0,0.06791570491921321,0.013311344825440288,0.0016456841932033241,0.00361235064319456,2.0,1.0,1.0
152.0,8.0,0.17419863268514554,0.0028751011263924327,0.003538221015387147,0.004952679841121953,4.0,1.0,0.0
1054.0,6.0,0.9887390540805426,0.4242454415333873,0.027729778655476014,0.07509112603998103,4.0,1.0,0.0
54.0,1.0,0.46535608991155253,0.22779264422179352,0.02266929976137579,0.04962487127936056,1.0,1.0,0.0
225.0,1.0,0.23133843242832397,0.07612794822328707,0.0686661729614087,0.052468984455450396,3.0,0.0,1.0
274.0,10.0,0.2760701898959512,0.00919161117680005,0.004361063111988809,9.807286814102878e-05,4.0,0.0,0.0
892.0,15.0,0.3424917693086219,0.06034600784118489,0.01073808936065169,0.030222788865460367,5.0,0.0,0.0
68.0,0.0,0.0353149664571824,0.0011077229448005477,0.0017279684028634905,0.0008336193791987446,0.0,1.0,0.0
324.0,6.0,0.21126274607066992,0.03873296409235173,0.005183905208590471,0.012896582160545284,6.0,1.0,0.0
133.0,8.0,0.7192204145148192,0.013709627232559586,0.24775775528676044,0.1131597443567237,0.0,0.0,0.0
314.0,14.0,0.0012801075290324387,6.845478872362936e-05,0.0,0.0,3.0,0.0,1.0
15.0,3.0,0.047045951859956234,0.0024270334183832225,0.005183905208590471,0.002157603099102633,0.0,1.0,0.0
637.0,4.0,0.0431116213761956,0.002134544775654988,0.0011931210400724101,0.0026479674398077768,4.0,1.0,0.0
1027.0,3.0,0.2829387668564159,0.05553550314269712,0.008598699909487369,0.015397440298141519,0.0,1.0,0.0
919.0,7.0,0.0034072862120418114,0.0008401269525172693,0.0,0.00021249121430556235,5.0,1.0,0.0
257.0,1.0,0.35347369179011034,0.10780384591449375,0.028840615485888257,0.04728746792199937,4.0,0.0,0.0
670.0,7.0,0.15884734317682683,0.04176986744663638,0.0016868262980334072,0.009480377253632781,1.0,1.0,0.0
280.0,3.0,0.288082198904708,0.01054203746343892,0.004854768369949807,0.002272021445267167,4.0,0.0,0.0
546.0,2.0,0.753182267310454,0.12231626112390317,0.036945610137414625,0.10075352653688356,2.0,1.0,1.0
535.0,1.0,0.40885634393289033,0.02466861659095152,0.04756027318357607,0.020055901534840385,2.0,1.0,1.0
606.0,3.0,0.0430746182679345,0.016553612545895824,0.0009874105159219946,0.0069468281599895385,1.0,1.0,0.0
1065.0,0.0,0.6829753699310741,0.1258759101375319,0.03933185221755945,0.02409323460664607,3.0,0.0,1.0
273.0,2.0,0.5169774261037927,0.006179600472960359,0.004031926273348144,0.0,3.0,0.0,1.0
801.0,6.0,0.4141237863980574,0.1296844856556102,0.021435036616473297,0.10779842756501413,4.0,1.0,0.0
931.0,3.0,0.1371155177034871,0.02995208164789346,0.0033325104912367313,0.007339119632553653,6.0,0.0,0.0
537.0,6.0,0.06519747658803339,0.024506814363059307,0.0021393894511643214,0.003269095604700959,1.0,1.0,0.0
631.0,6.0,0.2203495093587861,0.09090173626236854,0.05401958364189911,0.03677732555288579,3.0,1.0,1.0
39.0,4.0,0.5732161501566131,0.001369095774472587,0.00045256315313091416,0.0003432550384936007,5.0,1.0,0.0
1004.0,10.0,0.18065217478268172,0.012458771547700542,0.005677610466551468,0.003138331780512921,2.0,0.0,1.0
185.0,3.0,0.32623540377391697,0.05157134855933786,0.003497078910557064,0.00725739224243613,1.0,0.0,0.0
100.0,7.0,0.1514547221966645,0.11091542722011326,0.007035299925944211,0.041697314437960736,4.0,1.0,0.0
805.0,10.0,0.0033002772232867557,9.957060177982451e-05,0.00012342631449024932,3.269095604700959e-05,2.0,0.0,1.0
637.0,14.0,0.06448841702703026,0.0075051341091542725,0.000781699991771579,0.0016508932803739845,5.0,0.0,0.0
647.0,7.0,0.6538019193612263,0.27270520878710564,0.02530239447050111,0.1008842903610716,3.0,0.0,1.0
448.0,7.0,0.04365366690802027,0.01458709316074429,0.0009462684110919114,0.0014710930221154316,1.0,1.0,0.0
534.0,2.0,0.47445185395573225,0.0,0.0,0.0,4.0,0.0,0.0
991.0,14.0,0.0007060593089819545,3.733897566743419e-05,0.0,0.0,0.0,0.0,0.0
856.0,8.0,0.9586375255521463,0.02768685045740245,0.08006253599934172,0.13743277922162833,3.0,1.0,1.0
907.0,10.0,0.008911748586881298,0.0011201692700230257,0.0024685262898049864,0.001127837983621831,2.0,0.0,1.0
969.0,7.0,0.9609377187683764,0.1335117306615222,0.03702789434707479,0.027149838997041466,5.0,0.0,0.0
211.0,1.0,0.5710919717256249,0.16754620698238845,0.35143585945856987,0.12044982755520685,1.0,0.0,0.0
762.0,6.0,0.021650818668768175,0.004505569730537059,0.0009051263062618283,0.0015037839781624413,1.0,0.0,0.0
931.0,3.0,0.8544467735289764,0.08371398344638746,0.07948654653172056,0.017391588617009103,4.0,1.0,0.0
302.0,7.0,0.022379879909912432,0.0018171634824817972,0.0008228420966016621,0.0009970741594337925,6.0,0.0,0.0
195.0,6.0,0.3488413026694242,0.12344265355653744,0.012795194602155845,0.026970038738782915,1.0,1.0,0.0
895.0,3.0,0.6748856903979934,0.039990042939822015,0.029046326010038672,0.01564262246849409,1.0,0.0,0.0
261.0,0.0,0.6680831189819945,0.02211089675773228,0.06702048876820538,0.014531129962895763,6.0,1.0,0.0
42.0,3.0,0.9903571900039603,0.14249175430954011,0.026289804986423103,0.039719511597116654,4.0,1.0,0.0
70.0,12.0,0.9121296188879865,0.1297965025826125,0.05759894676211635,0.049984471795877665,4.0,1.0,0.0
324.0,6.0,0.6787520151692742,0.12427033418383222,0.02822348391343701,0.07728142009513067,2.0,0.0,1.0
676.0,7.0,0.06670460318666767,0.003273383533511731,0.0004937052579609973,0.0027296948299253007,6.0,0.0,0.0
1007.0,8.0,0.7685395573228151,0.13235422241583172,0.036122768040812964,0.024174961996763594,0.0,0.0,0.0
1067.0,6.0,0.06308729933314398,0.01723193727052088,0.004525631531309141,0.00402098759378218,6.0,0.0,0.0
619.0,12.0,0.28373783397805413,0.06333934905719087,0.008392989385336953,0.013256182677062389,1.0,0.0,0.0
180.0,3.0,0.5345429016037346,0.010722509179164851,0.027236073397515013,0.011262034358194804,0.0,0.0,0.0
1106.0,7.0,0.9156389136687481,0.2645839815794387,0.03369538385583806,0.10073718105886006,3.0,0.0,1.0
1004.0,3.0,0.23869105004820404,0.06950028004231751,0.006541594667983213,0.01714640644665653,2.0,1.0,1.0
446.0,6.0,0.7491829313662347,0.2566743419005539,0.07051756767876244,0.09483646349237483,3.0,0.0,1.0
783.0,3.0,0.08811840194576344,0.005750202252784865,0.0010285526207520776,0.0017816571045620227,2.0,0.0,1.0
1072.0,7.0,0.5363940571007965,0.5264048789594872,0.021681889245453796,0.11886431618692687,5.0,0.0,0.0
274.0,10.0,0.27456706363334515,0.009148049038521377,0.004361063111988809,6.538191209401918e-05,6.0,0.0,0.0
405.0,3.0,0.3217970309505998,0.05246126081274504,0.011478647247593185,0.018323280864348878,4.0,1.0,0.0
900.0,2.0,0.16376175598750295,0.027929553799240774,0.010943799884802105,0.023423070007682373,2.0,1.0,1.0
362.0,6.0,0.1486254845407014,0.03183147675648765,0.011807784086233852,0.010101505418525964,4.0,1.0,0.0
579.0,8.0,0.14226795050784266,0.006521874416578506,0.044227762692339335,0.03491394105820624,6.0,1.0,0.0
825.0,3.0,0.3322039051280307,0.08886053892588214,0.025754957623632023,0.03149773615129374,6.0,1.0,0.0
616.0,3.0,0.006556550750263021,9.334743916858548e-05,0.00016456841932033242,0.00021249121430556235,5.0,0.0,0.0
640.0,8.0,0.6935652594817964,0.016553612545895824,0.011437505142763102,0.029879533826966766,3.0,1.0,1.0
863.0,8.0,0.021442801195300405,0.00023025701661584419,0.0033325104912367313,0.0010788015495513165,4.0,0.0,0.0
347.0,10.0,0.61574972297673,0.049965772605638184,0.0596560520036205,0.011948544435182005,6.0,0.0,0.0
77.0,8.0,0.19497037751171098,0.005177671292550874,0.002756521023615568,0.01189950800111149,6.0,0.0,0.0
993.0,1.0,0.40420895355209835,0.0657041508494617,0.013988315642228256,0.01080436097353667,1.0,0.0,0.0
1081.0,6.0,0.3118921989447113,0.08632771174310785,0.009215831481938615,0.02000686510076987,1.0,1.0,0.0
428.0,6.0,0.2948297657003188,0.0326529342211712,0.007611289393565374,0.014089802056261135,4.0,1.0,0.0
501.0,10.0,0.11702182983370603,0.015084946169643414,0.005842178885871801,0.012177381127511074,0.0,1.0,0.0
660.0,3.0,0.17156241124254437,0.04074926877839318,0.041676952192874185,0.02035012013926347,4.0,0.0,0.0
699.0,1.0,0.11844894971177578,0.09307362001369096,0.002797663128445651,0.0245345625132807,6.0,1.0,0.0
981.0,14.0,0.25926477824137223,0.0005227456593440787,0.0006171315724512466,0.00014710930221154318,3.0,0.0,1.0
1035.0,10.0,0.3899277539313302,0.08694380484162051,0.0060067473051921335,0.03019009790941336,5.0,1.0,0.0
194.0,7.0,0.19550842270750743,0.02641110212209845,0.007487863079075125,0.004723843148792886,3.0,1.0,1.0
200.0,4.0,0.903090859632209,0.13798618457900305,0.01736196823829507,0.0644338743686559,1.0,0.0,0.0
596.0,2.0,0.06807371819232814,0.00456157819403821,4.1142104830083104e-05,0.0015364749342094508,1.0,1.0,0.0
856.0,8.0,0.09972137659563403,0.002601281971497915,0.03583477330700238,0.023423070007682373,3.0,1.0,1.0
809.0,11.0,0.09853227671124373,0.030437488331570103,0.0025508104994651525,0.0052632439235685445,1.0,1.0,0.0
195.0,6.0,0.4024238035995023,0.15055697305370588,0.014646589319509585,0.026528710832148285,1.0,1.0,0.0
1078.0,5.0,0.29316762608059077,0.01967141701412658,0.003538221015387147,0.006521845731378414,3.0,1.0,1.0
863.0,8.0,0.16271266786410057,0.002931109589893584,0.021023615568172466,0.021036630216250674,2.0,1.0,1.0
918.0,6.0,0.02249188931870277,0.012066712303192484,0.0006171315724512466,0.0025498945716667483,4.0,1.0,0.0
902.0,1.0,0.07072194064301401,0.02050532080403261,0.008434131490167036,0.007126628418248091,3.0,1.0,1.0
540.0,7.0,0.1330001720144492,0.026367539983819778,0.004402205216818892,0.008695794308504552,1.0,1.0,0.0
159.0,8.0,0.2999941995127591,0.007766506938826312,0.015551715625771413,0.04848068781771522,0.0,1.0,0.0
312.0,3.0,0.009182771352793634,0.00043562138278673224,0.001522257878713075,0.0005230552967521535,0.0,0.0,0.0
778.0,7.0,0.42422163461730783,0.5040201630468605,0.0211881839874928,0.13555304924892528,1.0,0.0,0.0
211.0,1.0,0.4185791606494945,0.10652809757918975,0.01551057352094133,0.013860965363932068,0.0,1.0,0.0
863.0,8.0,0.16676800851271506,0.00295600224033854,0.0211881839874928,0.013060036940780333,5.0,1.0,0.0
81.0,7.0,0.17112437444745357,0.08902856431638559,0.004566773636139224,0.01680315140816293,2.0,1.0,1.0
266.0,7.0,0.21346393097020147,0.055790652809757924,0.0060067473051921335,0.013550401281485476,2.0,1.0,1.0
282.0,3.0,0.11848395265202276,0.003995270396415458,0.00794042623220604,0.020399156573333986,3.0,0.0,1.0
464.0,3.0,0.2592787794174711,0.061802227892214824,0.009256973586768698,0.036630216250674245,0.0,1.0,0.0
883.0,10.0,0.02791834514099184,0.0022652311904910074,0.0009051263062618283,0.001520129456185946,0.0,1.0,0.0
899.0,2.0,0.05426655839090483,0.00011201692700230258,0.00032913683864066484,1.6345478023504796e-05,3.0,0.0,1.0
803.0,7.0,0.011688981874477455,0.003155143443898189,0.0004937052579609973,0.0005884372088461727,4.0,0.0,0.0
189.0,15.0,0.06305629672892522,0.00016802539050345385,0.00020571052415041552,6.538191209401918e-05,3.0,0.0,1.0
378.0,2.0,0.1623596382096096,0.03067396851079719,0.031432568090183494,0.01162163487471191,3.0,0.0,1.0
593.0,7.0,0.8474261837994391,0.3283029435559151,0.03957870484653995,0.042449206427041954,2.0,0.0,1.0
213.0,3.0,0.2530862592457766,0.025695438421805963,0.013700320908417675,0.006194936170908318,4.0,0.0,0.0
964.0,3.0,0.01684141467883302,0.0004169518949530151,0.003126799967086316,0.0006047826868696775,1.0,1.0,0.0
957.0,2.0,0.22347377179683092,0.059026697367602216,0.0020571052415041553,0.007845829451282302,5.0,1.0,0.0
434.0,6.0,0.14629928914028778,0.033275250482295106,0.012959763021476178,0.01529936743000049,4.0,0.0,0.0
993.0,1.0,0.3857554034538901,0.06387454104175742,0.013741463013247758,0.01073897906144265,2.0,0.0,1.0
743.0,7.0,0.5948649686573672,0.20181094031987057,0.01933678927013906,0.04607790254826002,1.0,1.0,0.0
718.0,10.0,0.29250157013189104,0.1108096334557222,0.007570147288735291,0.03314862943166773,3.0,0.0,1.0
924.0,12.0,0.6362024410050444,0.05887734146493248,0.022052168188924543,0.026397947007960245,3.0,0.0,1.0
137.0,6.0,0.06833474011816992,0.012004480677080093,0.003085657862256233,0.002239330489220157,6.0,0.0,0.0
581.0,7.0,0.7810706099312341,0.28248802041197335,0.020612194519871636,0.041174259141208584,4.0,1.0,0.0
282.0,3.0,0.11949603766716403,0.004007716721637937,0.008022710441866206,0.02075875708985109,5.0,0.0,0.0
189.0,15.0,0.1718514355205837,0.00043562138278673224,0.000781699991771579,0.0018143480606090325,5.0,1.0,0.0
312.0,3.0,0.012876081590853631,0.0006845478872362935,0.00024685262898049864,0.0003105640824465911,4.0,1.0,0.0
732.0,7.0,0.22117857900063603,0.07005414151471778,0.004607915740969307,0.011360107226335833,1.0,0.0,0.0
1097.0,7.0,0.09808723932810355,0.04453917480863775,0.0025096683946350695,0.012863891204498275,6.0,0.0,0.0
41.0,6.0,0.36484364686633675,0.10375879021718838,0.013412326174607091,0.0323640464865395,0.0,0.0,0.0
280.0,3.0,0.9871969245416614,0.07899060302445703,0.024191557640088866,0.018911718073195048,0.0,1.0,0.0
698.0,7.0,0.5501192100136411,0.09018607256207604,0.02135275240681313,0.018895372595171545,1.0,0.0,0.0
773.0,7.0,0.21605814888450628,0.05788163544713423,0.005759894676211634,0.005704571830203174,6.0,1.0,0.0
518.0,7.0,0.08216390176774849,0.04348123716472711,0.0041142104830083105,0.008973667434904133,6.0,1.0,0.0
464.0,3.0,0.3901207701446921,0.10773539112577012,0.01723854192380482,0.04473757335033263,2.0,0.0,1.0
231.0,7.0,0.02591417679085043,0.009969506503204929,0.0009051263062618283,0.0018633844946795467,4.0,1.0,0.0
771.0,6.0,0.426734845727041,0.11963407803845914,0.011067226199292355,0.06744144232498078,2.0,0.0,1.0
315.0,14.0,0.056998787898183446,0.003180036094343145,0.00032913683864066484,0.0010951470275748214,6.0,1.0,0.0
1061.0,4.0,0.05193936290648414,0.0372767440413218,0.0014399736690529086,0.00756795632488272,6.0,0.0,0.0
1004.0,3.0,0.4145668236131835,0.07910261995145933,0.011314078828272853,0.016132986809199234,0.0,1.0,0.0
1087.0,10.0,0.727647122358278,0.12997697429833843,0.06903645190487945,0.03081122607430654,6.0,1.0,0.0
1016.0,14.0,0.007094595946059468,0.00017424855311469288,0.00016456841932033242,8.172739011752398e-05,4.0,0.0,0.0
603.0,4.0,0.01912560655095028,0.014307050843238535,0.000781699991771579,0.004593079324604848,4.0,0.0,0.0
280.0,3.0,0.3510024842086735,0.03735142199265667,0.020447626100551303,0.003873878291570637,0.0,0.0,0.0
865.0,12.0,0.02197484588705451,0.00026137282967203935,0.0037027894347074794,0.0010624560715278117,1.0,1.0,0.0
772.0,6.0,0.6045947859620208,0.12282033729541353,0.019172220850818728,0.032200591706304446,6.0,1.0,0.0
382.0,8.0,0.7082624940495001,0.02731968386333935,0.024438410269069365,0.02541721832654996,0.0,0.0,0.0
953.0,6.0,0.14332303913528735,0.06309664571535255,0.003126799967086316,0.06059268703313228,3.0,1.0,1.0
625.0,12.0,0.0026062189223894803,6.223162611239032e-06,0.0,0.0,5.0,1.0,0.0
215.0,4.0,0.019683653426887857,0.0024768187192731345,0.0012754052497325763,0.0009970741594337925,4.0,0.0,0.0
1038.0,12.0,0.46259085763204105,0.00937830605513722,0.010779231465481773,0.00603148139067327,0.0,0.0,0.0
850.0,10.0,0.2210245660635493,0.06394299583048105,0.009544968320579281,0.04892201572434986,1.0,0.0,0.0
378.0,2.0,0.13153904928013951,0.027861099010517146,0.023944705011108368,0.00998708707236143,2.0,0.0,1.0
392.0,7.0,0.19462934886530467,0.019883004542908707,0.005225047313420554,0.010068814462478955,5.0,1.0,0.0
1007.0,8.0,0.3399915592909804,0.07376314643101624,0.010943799884802105,0.01727717027084457,1.0,0.0,0.0
41.0,6.0,0.35952820036883093,0.10818968199639056,0.03217312597712499,0.029389169486261624,3.0,0.0,1.0
616.0,3.0,0.006322531092611779,9.334743916858548e-05,0.00012342631449024932,0.00017980025825855276,3.0,0.0,1.0
548.0,7.0,0.0032822757111597373,0.002526604020163047,0.00024685262898049864,0.0009153467693162686,0.0,0.0,0.0
1098.0,7.0,0.061938202809035954,0.030169892339286828,0.005636468361721385,0.011425489138429853,0.0,1.0,0.0
370.0,1.0,0.7699476756047507,0.12939822017549318,0.016662552456183657,0.0500988901420422,5.0,1.0,0.0
128.0,3.0,0.11159037359138167,0.016286016553612545,0.0090101209577882,0.005426698703803592,6.0,0.0,0.0
12.0,9.0,0.06630256941583093,0.0035907648266849212,0.0019336789270139058,0.0009480377253632782,4.0,1.0,0.0
652.0,10.0,0.025213117901903757,0.0001369095774472587,4.1142104830083104e-05,0.0,3.0,1.0,1.0
538.0,1.0,0.11743886486464862,0.038390690148733586,0.00781699991771579,0.004331551676228771,1.0,1.0,0.0
740.0,8.0,0.10368670968361342,0.01246499471031178,0.0014811157738829918,0.0016345478023504795,5.0,0.0,0.0
619.0,12.0,0.20662135619392027,0.060962100939697554,0.01999506294742039,0.01822520799620785,4.0,1.0,0.0
444.0,6.0,0.404696994547542,0.21807206422303815,0.01485229984366,0.06422138315435034,4.0,0.0,0.0
546.0,2.0,0.2739010076846455,0.07561764888916547,0.0065827367728132965,0.04648653949884764,0.0,0.0,0.0
955.0,7.0,0.16196160477480107,0.05016491380919783,0.00650045256315313,0.00518151653345102,2.0,0.0,1.0
978.0,2.0,0.9422081454842206,0.1125956811251478,0.028141199703776845,0.06757220614916883,3.0,0.0,1.0
295.0,10.0,0.011287948187647761,0.00015557906528097578,0.0037027894347074794,0.0006211281648931822,4.0,0.0,0.0
895.0,3.0,0.5464559022957928,0.033710871865081836,0.02328643133382704,0.012340835907746121,3.0,0.0,1.0
467.0,7.0,0.019754659391388874,0.0006969942124587715,0.00020571052415041552,0.00016345478023504795,4.0,1.0,0.0
302.0,7.0,0.023796998947911624,0.0018482792955379925,0.0008639842014317452,0.0010134196374572974,4.0,0.0,0.0
101.0,3.0,0.7924345645034182,0.32301325533636194,0.02476754710771003,0.07232874025400872,3.0,0.0,1.0
1097.0,7.0,0.02899243536457062,0.01735017736013442,0.0006171315724512466,0.006325699995096356,5.0,0.0,0.0
672.0,6.0,0.023876005584469093,0.006820586221917979,0.0008228420966016621,0.004135405939946713,3.0,0.0,1.0
659.0,3.0,0.3329259657811256,0.10065965523679134,0.025261252365671026,0.02252406871638961,3.0,1.0,1.0
60.0,6.0,0.022166862016409376,0.01644781878150476,0.0004937052579609973,0.004233478808087742,1.0,0.0,0.0
1006.0,7.0,0.09743218430348148,0.011817785798742922,0.0013576894593927424,0.0051651710554275155,0.0,0.0,0.0
594.0,12.0,0.7948447669604246,0.23701537121164976,0.033078252283386816,0.06600304025891236,1.0,1.0,0.0
762.0,6.0,0.016769408630324945,0.002165660588711183,0.000781699991771579,0.0009480377253632782,6.0,1.0,0.0
546.0,2.0,0.4256717564275399,0.08732964092351733,0.015921994569242162,0.024959544941891825,0.0,0.0,0.0
807.0,7.0,0.6307949867788893,0.44069326031489203,0.03826215749197729,0.11257130714787753,6.0,1.0,0.0
800.0,3.0,0.85071145976262,0.10937208289252598,0.013288899860116842,0.027051766128900437,4.0,0.0,0.0
631.0,6.0,0.10002440204977217,0.041670296844856555,0.003209084176746482,0.011098579577959757,2.0,1.0,1.0
285.0,14.0,0.1134095264002176,0.006528097579189744,0.0008228420966016621,0.004854606972980924,6.0,1.0,0.0
465.0,7.0,0.04677892943007212,0.015091169332254652,0.0010696947255821607,0.0027623857859723107,5.0,0.0,0.0
